Player: 李世石, Date: 2006-01-09, Rating: 3501, Black and White: 执白, Result: 负, Opponent: 安祚永
Player: 李世石, Date: 2006-01-03, Rating: 3500, Black and White: 执黑, Result: 负, Opponent: 李昌镐
Player: 谢赫, Date: 2006-12-30, Rating: 3493, Black and White: 执黑, Result: 负, Opponent: 朴文垚
Player: 谢赫, Date: 2006-12-29, Rating: 3493, Black and White: 执黑, Result: 胜, Opponent: 彭荃
Player: 谢赫, Date: 2006-12-23, Rating: 3493, Black and White: 执白, Result: 胜, Opponent: 李喆
Player: 谢赫, Date: 2006-12-21, Rating: 3493, Black and White: 执黑, Result: 胜, Opponent: 董彦
Player: 谢赫, Date: 2006-12-16, Rating: 3493, Black and White: 执黑, Result: 胜, Opponent: 李康
Player: 谢赫, Date: 2006-12-09, Rating: 3493, Black and White: 执白, Result: 胜, Opponent: 王煜辉
Player: 谢赫, Date: 2006-11-30, Rating: 3493, Black and White: 执黑, Result: 负, Opponent: 王雷
Player: 谢赫, Date: 2006-11-25, Rating: 3493, Black and White: 执白, Result: 胜, Opponent: 王垚
Player: 谢赫, Date: 2006-11-18, Rating: 3493, Black and White: 执黑, Result: 胜, Opponent: 马笑冰
Player: 谢赫, Date: 2006-11-15, Rating: 3493, Black and White: 执白, Result: 胜, Opponent: 宋泰坤
Player: 谢赫, Date: 2006-11-14, Rating: 3493, Black and White: 执白, Result: 胜, Opponent: 周俊勋
Player: 谢赫, Date: 2006-11-13, Rating: 3493, Black and White: 执黑, Result: 胜, Opponent: 潘善琪
Player: 谢赫, Date: 2006-11-11, Rating: 3493, Black and White: 执黑, Result: 负, Opponent: 彭荃
Player: 谢赫, Date: 2006-11-08, Rating: 3493, Black and White: 执黑, Result: 负, Opponent: 王昊洋
Player: 谢赫, Date: 2006-11-02, Rating: 3494, Black and White: 执黑, Result: 胜, Opponent: 时越
Player: 谢赫, Date: 2006-10-30, Rating: 3494, Black and White: 执白, Result: 负, Opponent: 周俊勋
Player: 谢赫, Date: 2006-10-23, Rating: 3494, Black and White: 执白, Result: 负, Opponent: 柁嘉熹
Player: 谢赫, Date: 2006-10-21, Rating: 3494, Black and White: 执黑, Result: 胜, Opponent: 刘世振
Player: 谢赫, Date: 2006-10-12, Rating: 3495, Black and White: 执黑, Result: 负, Opponent: 孔杰
Player: 谢赫, Date: 2006-10-09, Rating: 3495, Black and White: 执黑, Result: 负, Opponent: 胡耀宇
Player: 谢赫, Date: 2006-09-30, Rating: 3496, Black and White: 执白, Result: 负, Opponent: 古力
Player: 谢赫, Date: 2006-09-28, Rating: 3496, Black and White: 执黑, Result: 胜, Opponent: 李世石
Player: 谢赫, Date: 2006-08-05, Rating: 3502, Black and White: 执黑, Result: 胜, Opponent: 张立
Player: 谢赫, Date: 2006-08-03, Rating: 3502, Black and White: 执白, Result: 胜, Opponent: 朴文垚
Player: 谢赫, Date: 2006-07-27, Rating: 3503, Black and White: 执白, Result: 胜, Opponent: 马晓春
Player: 谢赫, Date: 2006-07-25, Rating: 3503, Black and White: 执黑, Result: 胜, Opponent: 张维
Player: 谢赫, Date: 2006-07-23, Rating: 3503, Black and White: 执黑, Result: 胜, Opponent: 牛雨田
Player: 谢赫, Date: 2006-07-21, Rating: 3503, Black and White: 执白, Result: 胜, Opponent: 方捷
Player: 谢赫, Date: 2006-07-20, Rating: 3503, Black and White: 执白, Result: 胜, Opponent: 吴新宇
Player: 谢赫, Date: 2006-07-16, Rating: 3503, Black and White: 执黑, Result: 胜, Opponent: 李康
Player: 谢赫, Date: 2006-07-11, Rating: 3504, Black and White: 执白, Result: 负, Opponent: 彭荃
Player: 谢赫, Date: 2006-07-08, Rating: 3504, Black and White: 执白, Result: 胜, Opponent: 赵哲伦
Player: 谢赫, Date: 2006-07-03, Rating: 3504, Black and White: 执黑, Result: 负, Opponent: 孔杰
Player: 谢赫, Date: 2006-07-01, Rating: 3504, Black and White: 执白, Result: 负, Opponent: 古力
Player: 谢赫, Date: 2006-06-24, Rating: 3505, Black and White: 执白, Result: 胜, Opponent: 丁伟
Player: 谢赫, Date: 2006-06-15, Rating: 3506, Black and White: 执黑, Result: 胜, Opponent: 周睿羊
Player: 谢赫, Date: 2006-06-10, Rating: 3506, Black and White: 执黑, Result: 胜, Opponent: 黄奕中
Player: 谢赫, Date: 2006-06-08, Rating: 3506, Black and White: 执白, Result: 胜, Opponent: 李劼
Player: 谢赫, Date: 2006-06-03, Rating: 3507, Black and White: 执黑, Result: 胜, Opponent: 王磊
Player: 谢赫, Date: 2006-05-25, Rating: 3507, Black and White: 执黑, Result: 胜, Opponent: 古力
Player: 谢赫, Date: 2006-05-24, Rating: 3507, Black and White: 执白, Result: 胜, Opponent: 陈耀烨
Player: 谢赫, Date: 2006-05-22, Rating: 3507, Black and White: 执白, Result: 胜, Opponent: 朴文垚
Player: 谢赫, Date: 2006-05-22, Rating: 3507, Black and White: 执黑, Result: 胜, Opponent: 柁嘉熹
Player: 谢赫, Date: 2006-05-17, Rating: 3507, Black and White: 执白, Result: 胜, Opponent: 李世石
Player: 谢赫, Date: 2006-05-15, Rating: 3507, Black and White: 执白, Result: 胜, Opponent: 陈时映
Player: 谢赫, Date: 2006-05-11, Rating: 3507, Black and White: 执黑, Result: 胜, Opponent: 丁烈
Player: 谢赫, Date: 2006-05-03, Rating: 3507, Black and White: 执白, Result: 胜, Opponent: 崔哲瀚
Player: 谢赫, Date: 2006-05-02, Rating: 3507, Black and White: 执白, Result: 胜, Opponent: 结城聪
Player: 谢赫, Date: 2006-05-01, Rating: 3507, Black and White: 执白, Result: 胜, Opponent: 陈诗渊
Player: 谢赫, Date: 2006-04-28, Rating: 3507, Black and White: 执白, Result: 胜, Opponent: 李喆
Player: 谢赫, Date: 2006-04-20, Rating: 3506, Black and White: 执黑, Result: 胜, Opponent: 邱峻
Player: 谢赫, Date: 2006-04-15, Rating: 3506, Black and White: 执黑, Result: 胜, Opponent: 汪洋
Player: 谢赫, Date: 2006-03-13, Rating: 3502, Black and White: 执黑, Result: 胜, Opponent: 羽根直树
Player: 谢赫, Date: 2006-03-11, Rating: 3502, Black and White: 执黑, Result: 胜, Opponent: 崔哲瀚
Player: 谢赫, Date: 2006-02-24, Rating: 3500, Black and White: 执黑, Result: 胜, Opponent: 王檄
Player: 谢赫, Date: 2006-02-22, Rating: 3500, Black and White: 执白, Result: 胜, Opponent: 俞斌
Player: 谢赫, Date: 2006-01-17, Rating: 3495, Black and White: 执白, Result: 胜, Opponent: 段嵘
Player: 崔哲瀚, Date: 2006-12-16, Rating: 3446, Black and White: 执白, Result: 胜, Opponent: 金荣三
Player: 崔哲瀚, Date: 2006-12-15, Rating: 3446, Black and White: 执白, Result: 胜, Opponent: 元晟溱
Player: 崔哲瀚, Date: 2006-12-07, Rating: 3446, Black and White: 执白, Result: 胜, Opponent: 安祚永
Player: 崔哲瀚, Date: 2006-12-05, Rating: 3446, Black and White: 执白, Result: 胜, Opponent: 李圣宰
Player: 崔哲瀚, Date: 2006-11-27, Rating: 3447, Black and White: 执黑, Result: 负, Opponent: 李世石
Player: 崔哲瀚, Date: 2006-11-20, Rating: 3447, Black and White: 执白, Result: 负, Opponent: 李世石
Player: 崔哲瀚, Date: 2006-11-17, Rating: 3447, Black and White: 执黑, Result: 胜, Opponent: 刘昌赫
Player: 崔哲瀚, Date: 2006-11-14, Rating: 3448, Black and White: 执白, Result: 负, Opponent: 李世石
Player: 崔哲瀚, Date: 2006-11-08, Rating: 3448, Black and White: 执黑, Result: 负, Opponent: 常昊
Player: 崔哲瀚, Date: 2006-11-04, Rating: 3448, Black and White: 执黑, Result: 负, Opponent: 李世石
Player: 崔哲瀚, Date: 2006-10-29, Rating: 3449, Black and White: 执白, Result: 胜, Opponent: 曹薰铉
Player: 崔哲瀚, Date: 2006-10-23, Rating: 3449, Black and White: 执黑, Result: 负, Opponent: 李世石
Player: 崔哲瀚, Date: 2006-10-22, Rating: 3450, Black and White: 执白, Result: 胜, Opponent: 许映皓
Player: 崔哲瀚, Date: 2006-10-07, Rating: 3451, Black and White: 执白, Result: 胜, Opponent: 柳才馨
Player: 崔哲瀚, Date: 2006-09-29, Rating: 3451, Black and White: 执白, Result: 胜, Opponent: 许映皓
Player: 崔哲瀚, Date: 2006-09-24, Rating: 3452, Black and White: 执黑, Result: 胜, Opponent: 金志锡
Player: 崔哲瀚, Date: 2006-09-19, Rating: 3452, Black and White: 执黑, Result: 负, Opponent: 刘昌赫
Player: 崔哲瀚, Date: 2006-09-18, Rating: 3452, Black and White: 执黑, Result: 胜, Opponent: 李昌镐
Player: 崔哲瀚, Date: 2006-09-15, Rating: 3452, Black and White: 执黑, Result: 负, Opponent: 彭荃
Player: 崔哲瀚, Date: 2006-09-08, Rating: 3453, Black and White: 执白, Result: 胜, Opponent: 古力
Player: 崔哲瀚, Date: 2006-09-06, Rating: 3453, Black and White: 执黑, Result: 胜, Opponent: 河野临
Player: 崔哲瀚, Date: 2006-08-28, Rating: 3454, Black and White: 执白, Result: 负, Opponent: 彭荃
Player: 崔哲瀚, Date: 2006-08-26, Rating: 3454, Black and White: 执黑, Result: 胜, Opponent: 陈耀烨
Player: 崔哲瀚, Date: 2006-08-18, Rating: 3454, Black and White: 执白, Result: 胜, Opponent: 金成龙
Player: 崔哲瀚, Date: 2006-08-10, Rating: 3455, Black and White: 执黑, Result: 负, Opponent: 睦镇硕
Player: 崔哲瀚, Date: 2006-07-24, Rating: 3456, Black and White: 执白, Result: 胜, Opponent: 崔明勋
Player: 崔哲瀚, Date: 2006-07-22, Rating: 3456, Black and White: 执白, Result: 胜, Opponent: 洪性志
Player: 崔哲瀚, Date: 2006-07-13, Rating: 3456, Black and White: 执白, Result: 负, Opponent: 温昭珍
Player: 崔哲瀚, Date: 2006-07-10, Rating: 3457, Black and White: 执白, Result: 胜, Opponent: 刘昌赫
Player: 崔哲瀚, Date: 2006-07-05, Rating: 3457, Black and White: 执黑, Result: 负, Opponent: 李昌镐
Player: 崔哲瀚, Date: 2006-07-03, Rating: 3457, Black and White: 执黑, Result: 胜, Opponent: 李世石
Player: 崔哲瀚, Date: 2006-07-01, Rating: 3457, Black and White: 执黑, Result: 负, Opponent: 朴正祥
Player: 崔哲瀚, Date: 2006-06-25, Rating: 3458, Black and White: 执白, Result: 胜, Opponent: 朴永训
Player: 崔哲瀚, Date: 2006-06-15, Rating: 3458, Black and White: 执白, Result: 负, Opponent: 李熙星
Player: 崔哲瀚, Date: 2006-06-13, Rating: 3459, Black and White: 执白, Result: 负, Opponent: 崔圭丙
Player: 崔哲瀚, Date: 2006-06-10, Rating: 3459, Black and White: 执黑, Result: 胜, Opponent: 金志锡
Player: 崔哲瀚, Date: 2006-06-07, Rating: 3459, Black and White: 执白, Result: 胜, Opponent: 李世石
Player: 崔哲瀚, Date: 2006-06-05, Rating: 3459, Black and White: 执黑, Result: 胜, Opponent: 金主镐
Player: 崔哲瀚, Date: 2006-06-03, Rating: 3460, Black and White: 执白, Result: 胜, Opponent: 结城聪
Player: 崔哲瀚, Date: 2006-05-30, Rating: 3460, Black and White: 执黑, Result: 胜, Opponent: 朴正祥
Player: 崔哲瀚, Date: 2006-05-22, Rating: 3460, Black and White: 执黑, Result: 负, Opponent: 李昌镐
Player: 崔哲瀚, Date: 2006-05-20, Rating: 3460, Black and White: 执白, Result: 胜, Opponent: 安祚永
Player: 崔哲瀚, Date: 2006-05-18, Rating: 3461, Black and White: 执白, Result: 胜, Opponent: 尹峻相
Player: 崔哲瀚, Date: 2006-05-15, Rating: 3461, Black and White: 执黑, Result: 负, Opponent: 陈耀烨
Player: 崔哲瀚, Date: 2006-05-11, Rating: 3461, Black and White: 执黑, Result: 胜, Opponent: 尹峻相
Player: 崔哲瀚, Date: 2006-05-10, Rating: 3461, Black and White: 执黑, Result: 负, Opponent: 徐武祥
Player: 崔哲瀚, Date: 2006-05-08, Rating: 3461, Black and White: 执白, Result: 胜, Opponent: 李世石
Player: 崔哲瀚, Date: 2006-05-03, Rating: 3462, Black and White: 执黑, Result: 负, Opponent: 谢赫
Player: 崔哲瀚, Date: 2006-05-02, Rating: 3462, Black and White: 执黑, Result: 负, Opponent: 张栩
Player: 崔哲瀚, Date: 2006-05-01, Rating: 3462, Black and White: 执黑, Result: 胜, Opponent: 河野临
Player: 崔哲瀚, Date: 2006-04-28, Rating: 3462, Black and White: 执白, Result: 胜, Opponent: 徐健佑
Player: 崔哲瀚, Date: 2006-04-18, Rating: 3463, Black and White: 执黑, Result: 胜, Opponent: 曹薰铉
Player: 崔哲瀚, Date: 2006-04-10, Rating: 3463, Black and White: 执黑, Result: 胜, Opponent: 张栩
Player: 崔哲瀚, Date: 2006-04-04, Rating: 3464, Black and White: 执白, Result: 负, Opponent: 李世石
Player: 崔哲瀚, Date: 2006-03-31, Rating: 3464, Black and White: 执白, Result: 胜, Opponent: 陈时映
Player: 崔哲瀚, Date: 2006-03-26, Rating: 3464, Black and White: 执白, Result: 胜, Opponent: 李世石
Player: 崔哲瀚, Date: 2006-03-22, Rating: 3464, Black and White: 执白, Result: 胜, Opponent: 朴贞根
Player: 崔哲瀚, Date: 2006-03-11, Rating: 3465, Black and White: 执白, Result: 负, Opponent: 谢赫
Player: 崔哲瀚, Date: 2006-03-02, Rating: 3465, Black and White: 执白, Result: 负, Opponent: 李昌镐
Player: 崔哲瀚, Date: 2006-02-22, Rating: 3466, Black and White: 执黑, Result: 负, Opponent: 李世石
Player: 崔哲瀚, Date: 2006-02-18, Rating: 3466, Black and White: 执白, Result: 胜, Opponent: 朴永训
Player: 崔哲瀚, Date: 2006-02-15, Rating: 3466, Black and White: 执黑, Result: 胜, Opponent: 李昌镐
Player: 崔哲瀚, Date: 2006-02-11, Rating: 3467, Black and White: 执白, Result: 负, Opponent: 李昌镐
Player: 崔哲瀚, Date: 2006-02-09, Rating: 3467, Black and White: 执白, Result: 胜, Opponent: 金承俊
Player: 崔哲瀚, Date: 2006-02-02, Rating: 3467, Black and White: 执黑, Result: 胜, Opponent: 李昌镐
Player: 崔哲瀚, Date: 2006-01-25, Rating: 3467, Black and White: 执白, Result: 负, Opponent: 李昌镐
Player: 崔哲瀚, Date: 2006-01-10, Rating: 3468, Black and White: 执白, Result: 胜, Opponent: 金日焕
Player: 朴永训, Date: 2006-11-27, Rating: 3460, Black and White: 执黑, Result: 胜, Opponent: 陈耀烨
Player: 朴永训, Date: 2006-11-26, Rating: 3460, Black and White: 执黑, Result: 胜, Opponent: 高尾绅路
Player: 朴永训, Date: 2006-11-25, Rating: 3460, Black and White: 执黑, Result: 胜, Opponent: 彭荃
Player: 朴永训, Date: 2006-11-11, Rating: 3458, Black and White: 执白, Result: 负, Opponent: 曹薰铉
Player: 朴永训, Date: 2006-11-09, Rating: 3458, Black and White: 执白, Result: 负, Opponent: 尹峻相
Player: 朴永训, Date: 2006-11-05, Rating: 3458, Black and White: 执黑, Result: 胜, Opponent: 高根台
Player: 朴永训, Date: 2006-10-30, Rating: 3458, Black and White: 执黑, Result: 负, Opponent: 尹峻相
Player: 朴永训, Date: 2006-10-27, Rating: 3458, Black and White: 执白, Result: 胜, Opponent: 芮乃伟
Player: 朴永训, Date: 2006-10-21, Rating: 3457, Black and White: 执白, Result: 负, Opponent: 洪旼杓
Player: 朴永训, Date: 2006-10-17, Rating: 3457, Black and White: 执白, Result: 胜, Opponent: 元晟溱
Player: 朴永训, Date: 2006-10-12, Rating: 3457, Black and White: 执黑, Result: 负, Opponent: 朴正祥
Player: 朴永训, Date: 2006-10-05, Rating: 3457, Black and White: 执白, Result: 负, Opponent: 金志锡
Player: 朴永训, Date: 2006-09-28, Rating: 3457, Black and White: 执黑, Result: 胜, Opponent: 卢永夏
Player: 朴永训, Date: 2006-09-25, Rating: 3457, Black and White: 执白, Result: 胜, Opponent: 温昭珍
Player: 朴永训, Date: 2006-09-22, Rating: 3457, Black and White: 执黑, Result: 胜, Opponent: 尹炫皙
Player: 朴永训, Date: 2006-09-16, Rating: 3457, Black and White: 执黑, Result: 胜, Opponent: 睦镇硕
Player: 朴永训, Date: 2006-09-08, Rating: 3457, Black and White: 执白, Result: 负, Opponent: 常昊
Player: 朴永训, Date: 2006-09-06, Rating: 3457, Black and White: 执白, Result: 胜, Opponent: 芮乃伟
Player: 朴永训, Date: 2006-09-01, Rating: 3457, Black and White: 执白, Result: 负, Opponent: 张栩
Player: 朴永训, Date: 2006-08-30, Rating: 3457, Black and White: 执白, Result: 胜, Opponent: 常昊
Player: 朴永训, Date: 2006-08-28, Rating: 3457, Black and White: 执白, Result: 胜, Opponent: 杨士海
Player: 朴永训, Date: 2006-08-26, Rating: 3457, Black and White: 执白, Result: 胜, Opponent: 濑户大树
Player: 朴永训, Date: 2006-08-16, Rating: 3457, Black and White: 执黑, Result: 负, Opponent: 李世石
Player: 朴永训, Date: 2006-08-06, Rating: 3457, Black and White: 执白, Result: 胜, Opponent: 金成龙
Player: 朴永训, Date: 2006-08-01, Rating: 3457, Black and White: 执白, Result: 胜, Opponent: 金承俊
Player: 朴永训, Date: 2006-07-28, Rating: 3457, Black and White: 执白, Result: 胜, Opponent: 吴圭喆
Player: 朴永训, Date: 2006-07-24, Rating: 3457, Black and White: 执白, Result: 胜, Opponent: 陈东奎
Player: 朴永训, Date: 2006-07-21, Rating: 3457, Black and White: 执白, Result: 胜, Opponent: 高根台
Player: 朴永训, Date: 2006-07-15, Rating: 3457, Black and White: 执白, Result: 负, Opponent: 安祚永
Player: 朴永训, Date: 2006-07-11, Rating: 3456, Black and White: 执黑, Result: 负, Opponent: 崔原踊
Player: 朴永训, Date: 2006-07-03, Rating: 3457, Black and White: 执白, Result: 负, Opponent: 李昌镐
Player: 朴永训, Date: 2006-06-25, Rating: 3457, Black and White: 执黑, Result: 负, Opponent: 崔哲瀚
Player: 朴永训, Date: 2006-06-16, Rating: 3457, Black and White: 执黑, Result: 胜, Opponent: 赵汉乘
Player: 朴永训, Date: 2006-06-03, Rating: 3458, Black and White: 执白, Result: 负, Opponent: 周鹤洋
Player: 朴永训, Date: 2006-05-30, Rating: 3458, Black and White: 执黑, Result: 负, Opponent: 姜东润
Player: 朴永训, Date: 2006-05-26, Rating: 3458, Black and White: 执白, Result: 负, Opponent: 金成龙
Player: 朴永训, Date: 2006-05-24, Rating: 3458, Black and White: 执黑, Result: 胜, Opponent: 韩钟振
Player: 朴永训, Date: 2006-05-19, Rating: 3459, Black and White: 执黑, Result: 胜, Opponent: 金明完
Player: 朴永训, Date: 2006-05-15, Rating: 3459, Black and White: 执黑, Result: 负, Opponent: 古力
Player: 朴永训, Date: 2006-05-08, Rating: 3460, Black and White: 执白, Result: 负, Opponent: 徐武祥
Player: 朴永训, Date: 2006-05-06, Rating: 3460, Black and White: 执黑, Result: 胜, Opponent: 安达勋
